timestamp,region,target_id,node,exporter_type,scrape_up,scrape_duration_seconds,scrape_samples,scrape_error
2026-07-28 17:28:00,ccf-aiops-上海,[fd00:6:20::1]:9100,br-1,node_exporter,1,0.027203865,1040,NULL
2026-07-28 17:28:00,ccf-aiops-上海,[fd00:6:20::1]:9343,br-1,routing_exporter,1,0.003439185,73,NULL
2026-07-28 17:28:00,ccf-aiops-上海,[fd00:6:20::2]:9100,br-2,node_exporter,1,0.027219813,1040,NULL
2026-07-28 17:28:00,ccf-aiops-上海,[fd00:6:20::2]:9343,br-2,routing_exporter,1,0.003706689,73,NULL
2026-07-28 17:28:00,ccf-aiops-上海,[fd00:6:30::1]:9100,cr-1,node_exporter,1,0.028843605,1040,NULL
2026-07-28 17:28:00,ccf-aiops-上海,[fd00:6:30::1]:9343,cr-1,routing_exporter,1,0.002282552,54,NULL
2026-07-28 17:28:00,ccf-aiops-上海,[fd00:6:30::2]:9100,cr-2,node_exporter,1,0.025100835,1041,NULL
2026-07-28 17:28:00,ccf-aiops-上海,[fd00:6:30::2]:9343,cr-2,routing_exporter,1,0.002304679,54,NULL
2026-07-28 17:28:00,ccf-aiops-上海,[fd00:6:40::254]:9100,fw,node_exporter,1,0.042747116,1577,NULL
2026-07-28 17:28:00,ccf-aiops-上海,[fd00:6:40::100]:9100,monitor-vm,node_exporter,1,0.043410502,1649,NULL
2026-07-28 17:28:00,ccf-aiops-上海,[fd00:6:40::100]:9090,monitor-vm,prometheus,1,0.00378227,490,NULL
2026-07-28 17:28:00,ccf-aiops-上海,[fd00:6:40::20]:9100,probe-vm,node_exporter,1,0.039779044,1558,NULL
2026-07-28 17:28:00,ccf-aiops-上海,[fd00:6:40::31]:9100,service-vm-1,node_exporter,1,0.041670962,1568,NULL
2026-07-28 17:28:00,ccf-aiops-上海,[fd00:6:40::32]:9100,service-vm-2,node_exporter,1,0.03817692,1559,NULL
2026-07-28 17:28:00,ccf-aiops-上海,[fd00:6:40::33]:9100,service-vm-3,node_exporter,1,0.044048357,1574,NULL
2026-07-28 17:28:00,ccf-aiops-上海,[fd00:6:40::10]:9100,traffic-vm,node_exporter,1,0.040314259,1584,NULL
