timestamp,region,node,node_type,interface_id,if_role,rx_bytes_rate,tx_bytes_rate,rx_packets_rate,tx_packets_rate,rx_drop_rate,tx_drop_rate,rx_error_rate,tx_error_rate,carrier_changes
2026-07-28 17:28:00,ccf-aiops-上海,br-1,br,ens10,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-上海,br-1,br,ens11,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-上海,br-1,br,ens12,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-上海,br-1,br,ens3,NULL,3.111111111111111,0,0.04444444444444444,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-上海,br-1,br,ens4,backbone,2009.6888888888889,2679.866666666667,17.488888888888887,17.82222222222222,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-上海,br-1,br,ens5,backbone,2669.8444444444444,4215.4222222222215,17.755555555555553,16.77777777777778,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-上海,br-1,br,ens6,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-上海,br-1,br,ens7,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-上海,br-1,br,ens8,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-上海,br-1,br,ens9,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-上海,br-2,br,ens10,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-上海,br-2,br,ens11,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-上海,br-2,br,ens12,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-上海,br-2,br,ens3,NULL,4.444444444444444,0,0.06666666666666667,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-上海,br-2,br,ens4,backbone,2281.9555555555553,2725.311111111111,20,18.733333333333334,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-上海,br-2,br,ens5,backbone,2767.9333333333334,4515.733333333334,18.977777777777774,19.577777777777776,0,0,0,0,0
