timestamp,region,target_id,node,exporter_type,scrape_up,scrape_duration_seconds,scrape_samples,scrape_error
2026-07-28 12:35:00,ccf-aiops-成都,[fd00:4:20::1]:9100,br-1,node_exporter,1,0.027058304,1041,NULL
2026-07-28 12:35:00,ccf-aiops-成都,[fd00:4:20::1]:9343,br-1,routing_exporter,1,0.003206599,61,NULL
2026-07-28 12:35:00,ccf-aiops-成都,[fd00:4:20::2]:9100,br-2,node_exporter,1,0.024904174,1041,NULL
2026-07-28 12:35:00,ccf-aiops-成都,[fd00:4:20::2]:9343,br-2,routing_exporter,1,0.003558793,61,NULL
2026-07-28 12:35:00,ccf-aiops-成都,[fd00:4:30::1]:9100,cr-1,node_exporter,1,0.024989577,1040,NULL
2026-07-28 12:35:00,ccf-aiops-成都,[fd00:4:30::1]:9343,cr-1,routing_exporter,1,0.002252005,60,NULL
2026-07-28 12:35:00,ccf-aiops-成都,[fd00:4:30::2]:9100,cr-2,node_exporter,1,0.028402937,1041,NULL
2026-07-28 12:35:00,ccf-aiops-成都,[fd00:4:30::2]:9343,cr-2,routing_exporter,1,0.002414456,60,NULL
2026-07-28 12:35:00,ccf-aiops-成都,[fd00:4:40::254]:9100,fw,node_exporter,1,0.043012666,1571,NULL
2026-07-28 12:35:00,ccf-aiops-成都,[fd00:4:40::100]:9100,monitor-vm,node_exporter,1,0.04831496,1644,NULL
2026-07-28 12:35:00,ccf-aiops-成都,[fd00:4:40::100]:9090,monitor-vm,prometheus,1,0.003695188,466,NULL
2026-07-28 12:35:00,ccf-aiops-成都,[fd00:4:40::20]:9100,probe-vm,node_exporter,1,0.041071703,1559,NULL
2026-07-28 12:35:00,ccf-aiops-成都,[fd00:4:40::31]:9100,service-vm-1,node_exporter,1,0.041281684,1569,NULL
2026-07-28 12:35:00,ccf-aiops-成都,[fd00:4:40::32]:9100,service-vm-2,node_exporter,1,0.044683028,1569,NULL
2026-07-28 12:35:00,ccf-aiops-成都,[fd00:4:40::33]:9100,service-vm-3,node_exporter,1,0.043443764,1569,NULL
2026-07-28 12:35:00,ccf-aiops-成都,[fd00:4:40::10]:9100,traffic-vm,node_exporter,1,0.051763213,1579,NULL
2026-07-28 12:36:00,ccf-aiops-成都,[fd00:4:20::1]:9100,br-1,node_exporter,1,0.027708067,1040,NULL
2026-07-28 12:36:00,ccf-aiops-成都,[fd00:4:20::1]:9343,br-1,routing_exporter,1,0.003625389,61,NULL
2026-07-28 12:36:00,ccf-aiops-成都,[fd00:4:20::2]:9100,br-2,node_exporter,1,0.025585708,1041,NULL
2026-07-28 12:36:00,ccf-aiops-成都,[fd00:4:20::2]:9343,br-2,routing_exporter,1,0.002586877,61,NULL
2026-07-28 12:36:00,ccf-aiops-成都,[fd00:4:30::1]:9100,cr-1,node_exporter,1,0.040853924,1041,NULL
2026-07-28 12:36:00,ccf-aiops-成都,[fd00:4:30::1]:9343,cr-1,routing_exporter,1,0.002305363,60,NULL
2026-07-28 12:36:00,ccf-aiops-成都,[fd00:4:30::2]:9100,cr-2,node_exporter,1,0.025741276,1041,NULL
2026-07-28 12:36:00,ccf-aiops-成都,[fd00:4:30::2]:9343,cr-2,routing_exporter,1,0.002510547,60,NULL
2026-07-28 12:36:00,ccf-aiops-成都,[fd00:4:40::254]:9100,fw,node_exporter,1,0.042580286,1571,NULL
2026-07-28 12:36:00,ccf-aiops-成都,[fd00:4:40::100]:9100,monitor-vm,node_exporter,1,0.048330189,1644,NULL
2026-07-28 12:36:00,ccf-aiops-成都,[fd00:4:40::100]:9090,monitor-vm,prometheus,1,0.004208164,466,NULL
2026-07-28 12:36:00,ccf-aiops-成都,[fd00:4:40::20]:9100,probe-vm,node_exporter,1,0.044673318,1559,NULL
2026-07-28 12:36:00,ccf-aiops-成都,[fd00:4:40::31]:9100,service-vm-1,node_exporter,1,0.042789009,1568,NULL
2026-07-28 12:36:00,ccf-aiops-成都,[fd00:4:40::32]:9100,service-vm-2,node_exporter,1,0.054180918,1568,NULL
2026-07-28 12:36:00,ccf-aiops-成都,[fd00:4:40::33]:9100,service-vm-3,node_exporter,1,0.051588936,1569,NULL
2026-07-28 12:36:00,ccf-aiops-成都,[fd00:4:40::10]:9100,traffic-vm,node_exporter,1,0.046398226,1581,NULL
2026-07-28 12:37:00,ccf-aiops-成都,[fd00:4:20::1]:9100,br-1,node_exporter,1,0.025292493,1041,NULL
2026-07-28 12:37:00,ccf-aiops-成都,[fd00:4:20::1]:9343,br-1,routing_exporter,1,0.002739429,61,NULL
