minute_utc,region_code,region,node_key,node,node_type,interface_id,if_role,collector_port,protocol,src_addr,src_port,dst_addr,dst_port,packets,bytes,flow_record_count,first_seen,last_seen
2026-07-28 17:28:00,beida,ccf-aiops-北大,br2,BR-2-ccf-aiops-北大,BR,ens4,\N,2061,58,240a:a023::1,0,ff02::1:ff00:1,0,25,1800,1,2026-07-28 17:27:19.806,2026-07-28 17:28:00.774
2026-07-28 17:28:00,beida,ccf-aiops-北大,br1,BR-1-ccf-aiops-北大,BR,ens5,\N,2060,58,fe80::12:4,0,fe80::1:5,0,2,144,1,2026-07-28 17:27:38.865,2026-07-28 17:28:09.584
2026-07-28 17:28:00,beida,ccf-aiops-北大,br1,BR-1-ccf-aiops-北大,BR,ens5,\N,2060,58,fe80::1:5,0,fe80::12:4,0,2,128,1,2026-07-28 17:27:38.865,2026-07-28 17:28:09.584
2026-07-28 17:28:00,beida,ccf-aiops-北大,br1,BR-1-ccf-aiops-北大,BR,ens5,\N,2060,6,fd00:1:20::1,9100,fd00:1:40::100,53864,20,64275,1,2026-07-28 17:27:39.400,2026-07-28 17:28:24.427
2026-07-28 17:28:00,beida,ccf-aiops-北大,br1,BR-1-ccf-aiops-北大,BR,ens5,\N,2060,6,fd00:1:40::100,53864,fd00:1:20::1,9100,33,3356,1,2026-07-28 17:27:39.400,2026-07-28 17:28:24.427
2026-07-28 17:28:00,beida,ccf-aiops-北大,br1,BR-1-ccf-aiops-北大,BR,ens5,\N,2060,89,fe80::2:5,0,ff02::5,0,6,528,1,2026-07-28 17:27:43.889,2026-07-28 17:28:33.889
2026-07-28 17:28:00,beida,ccf-aiops-北大,br1,BR-1-ccf-aiops-北大,BR,ens5,\N,2060,89,fe80::1:5,0,ff02::5,0,6,528,1,2026-07-28 17:27:43.889,2026-07-28 17:28:33.889
2026-07-28 17:28:00,beida,ccf-aiops-北大,br1,BR-1-ccf-aiops-北大,BR,ens5,\N,2060,89,fe80::11:4,0,ff02::5,0,6,528,1,2026-07-28 17:27:43.889,2026-07-28 17:28:33.889
2026-07-28 17:28:00,beida,ccf-aiops-北大,br1,BR-1-ccf-aiops-北大,BR,ens5,\N,2060,89,fe80::12:4,0,ff02::5,0,6,528,1,2026-07-28 17:27:43.889,2026-07-28 17:28:33.890
2026-07-28 17:28:00,beida,ccf-aiops-北大,br1,BR-1-ccf-aiops-北大,BR,ens5,\N,2060,58,fe80::12:4,0,fd00:1:20::1,0,2,144,1,2026-07-28 17:27:44.487,2026-07-28 17:28:29.544
