timestamp,region,node,node_type,interface_id,if_role,rx_bytes_rate,tx_bytes_rate,rx_packets_rate,tx_packets_rate,rx_drop_rate,tx_drop_rate,rx_error_rate,tx_error_rate,carrier_changes
2026-07-28 17:28:00,ccf-aiops-广州,br-1,br,ens10,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,br-1,br,ens11,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,br-1,br,ens12,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,br-1,br,ens3,NULL,34.666666666666664,0,0.5777777777777777,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,br-1,br,ens4,backbone,479.9555555555555,233.33333333333334,3.511111111111111,2.088888888888889,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,br-1,br,ens5,backbone,384.75555555555553,2460.288888888889,3.4,4.066666666666666,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,br-1,br,ens6,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,br-1,br,ens7,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,br-1,br,ens8,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,br-1,br,ens9,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,br-2,br,ens10,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,br-2,br,ens11,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,br-2,br,ens12,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,br-2,br,ens3,NULL,34.666666666666664,0,0.5777777777777777,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,br-2,br,ens4,backbone,388.73333333333335,358.75555555555553,2.933333333333333,3.2,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,br-2,br,ens5,backbone,508.08888888888885,2402.8444444444444,4.466666666666667,3.466666666666667,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,br-2,br,ens6,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,br-2,br,ens7,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,br-2,br,ens8,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,br-2,br,ens9,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,cr-1,cr,ens10,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,cr-1,cr,ens11,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,cr-1,cr,ens12,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,cr-1,cr,ens3,NULL,34.666666666666664,0,0.5777777777777777,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,cr-1,cr,ens4,backbone,2485.622222222222,428.35555555555555,4.377777777777777,3.755555555555555,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,cr-1,cr,ens5,backbone,548.7555555555555,4650,4.777777777777777,5.311111111111111,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,cr-1,cr,ens6,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,cr-1,cr,ens7,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,cr-1,cr,ens8,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,cr-1,cr,ens9,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,cr-2,cr,ens10,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,cr-2,cr,ens11,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,cr-2,cr,ens12,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,cr-2,cr,ens3,NULL,35.86666666666667,0,0.5777777777777777,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,cr-2,cr,ens4,backbone,2211.244444444444,337.1333333333333,3.7333333333333334,2.9555555555555553,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,cr-2,cr,ens5,backbone,460.6,3877.6666666666665,4,4.4,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,cr-2,cr,ens6,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,cr-2,cr,ens7,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,cr-2,cr,ens8,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,cr-2,cr,ens9,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,fw,firewall,ens3,NULL,272.93333333333334,163.0222222222222,2.8666666666666667,1.311111111111111,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,fw,firewall,ens4,backbone,8224.688888888888,990.9555555555555,10.11111111111111,8.6,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,fw,firewall,ens5,business,1051.2,9362.333333333334,9.11111111111111,10.066666666666666,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,fw,firewall,ens6,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,monitor-vm,collector,ens3,NULL,337.1555555555555,199.28888888888886,3.5777777777777775,1.6666666666666667,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,monitor-vm,collector,ens4,mgmt,30323.333333333332,1044.2888888888888,11.42222222222222,9.244444444444444,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,monitor-vm,collector,ens5,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,monitor-vm,collector,ens6,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,probe-vm,probe,ens3,NULL,91.82222222222222,62.35555555555555,0.9111111111111111,0.31111111111111106,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,probe-vm,probe,ens4,business,62.53333333333333,1173.1555555555556,0.5333333333333333,0.3555555555555555,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,probe-vm,probe,ens5,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,probe-vm,probe,ens6,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,service-vm-1,service,ens3,NULL,93.15141549264476,60.88618283631838,0.9332918536953912,0.28887604995333543,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,service-vm-1,service,ens4,service,66.08595173547842,1185.1917692546997,0.5777520999066709,0.37776098840051553,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,service-vm-1,service,ens5,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,service-vm-1,service,ens6,NULL,0,0,0,0,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,service-vm-2,service,ens3,NULL,85.15555555555555,62.35555555555555,0.8,0.31111111111111106,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,service-vm-2,service,ens4,service,51.6,1171.6444444444444,0.4,0.26666666666666666,0,0,0,0,0
2026-07-28 17:28:00,ccf-aiops-广州,service-vm-2,service,ens5,NULL,0,0,0,0,0,0,0,0,0
