minute_utc,region_code,region,node_key,node,node_type,interface_id,if_role,collector_port,protocol,src_addr,src_port,dst_addr,dst_port,packets,bytes,flow_record_count,first_seen,last_seen
2026-07-28 17:28:00,wuhan,ccf-aiops-武汉,br2,BR-2-ccf-aiops-武汉,BR,ens4,\N,2061,58,240a:a023::1,0,ff02::1:ff00:1,0,19,1368,1,2026-07-28 17:27:52.990,2026-07-28 17:28:53.250
2026-07-28 17:28:00,wuhan,ccf-aiops-武汉,br2,BR-2-ccf-aiops-武汉,BR,ens4,\N,2061,58,fe80::100:10:42,0,fe80::100:10:72,0,2,144,1,2026-07-28 17:27:52.952,2026-07-28 17:28:40.568
2026-07-28 17:28:00,wuhan,ccf-aiops-武汉,br2,BR-2-ccf-aiops-武汉,BR,ens4,\N,2061,58,fe80::100:10:72,0,fe80::100:10:42,0,2,128,1,2026-07-28 17:27:52.967,2026-07-28 17:28:40.583
2026-07-28 17:28:00,wuhan,ccf-aiops-武汉,br2,BR-2-ccf-aiops-武汉,BR,ens4,\N,2061,58,fe80::100:10:42,0,fe80::100:10:62,0,4,272,2,2026-07-28 17:27:54.488,2026-07-28 17:28:48.760
2026-07-28 17:28:00,wuhan,ccf-aiops-武汉,br2,BR-2-ccf-aiops-武汉,BR,ens4,\N,2061,58,fe80::100:10:62,0,fe80::100:10:42,0,4,272,2,2026-07-28 17:27:54.498,2026-07-28 17:28:48.770
2026-07-28 17:28:00,wuhan,ccf-aiops-武汉,br2,BR-2-ccf-aiops-武汉,BR,ens4,\N,2061,58,fe80::100:10:22,0,fe80::100:10:42,0,4,272,2,2026-07-28 17:27:55.140,2026-07-28 17:28:47.364
2026-07-28 17:28:00,wuhan,ccf-aiops-武汉,br2,BR-2-ccf-aiops-武汉,BR,ens4,\N,2061,58,fe80::100:10:42,0,fe80::100:10:22,0,4,272,2,2026-07-28 17:27:55.140,2026-07-28 17:28:47.364
2026-07-28 17:28:00,wuhan,ccf-aiops-武汉,br2,BR-2-ccf-aiops-武汉,BR,ens4,\N,2061,58,fe80::100:10:52,0,fe80::100:10:42,0,4,272,2,2026-07-28 17:27:56.182,2026-07-28 17:28:51.334
2026-07-28 17:28:00,wuhan,ccf-aiops-武汉,br2,BR-2-ccf-aiops-武汉,BR,ens4,\N,2061,58,fe80::100:10:42,0,fe80::100:10:52,0,4,272,2,2026-07-28 17:27:56.182,2026-07-28 17:28:51.318
2026-07-28 17:28:00,wuhan,ccf-aiops-武汉,cr2,CR-2-ccf-aiops-武汉,CR,ens4,\N,2055,89,fe80::5:20:12,0,ff02::5,0,7,616,1,2026-07-28 17:27:32.621,2026-07-28 17:28:32.623
2026-07-28 17:28:00,wuhan,ccf-aiops-武汉,cr2,CR-2-ccf-aiops-武汉,CR,ens4,\N,2055,89,fe80::5:20:1,0,ff02::5,0,7,616,1,2026-07-28 17:27:32.621,2026-07-28 17:28:32.623
2026-07-28 17:28:00,wuhan,ccf-aiops-武汉,cr2,CR-2-ccf-aiops-武汉,CR,ens4,\N,2055,89,fe80::5:20:11,0,ff02::5,0,7,616,1,2026-07-28 17:27:32.621,2026-07-28 17:28:32.623
2026-07-28 17:28:00,wuhan,ccf-aiops-武汉,cr2,CR-2-ccf-aiops-武汉,CR,ens4,\N,2055,89,fe80::5:20:2,0,ff02::5,0,7,616,1,2026-07-28 17:27:32.621,2026-07-28 17:28:32.623
2026-07-28 17:28:00,wuhan,ccf-aiops-武汉,cr2,CR-2-ccf-aiops-武汉,CR,ens4,\N,2055,6,fd00:5:20::1,9100,fd00:5:40::100,48256,31,80436,1,2026-07-28 17:27:33.032,2026-07-28 17:28:33.031
2026-07-28 17:28:00,wuhan,ccf-aiops-武汉,cr2,CR-2-ccf-aiops-武汉,CR,ens4,\N,2055,6,fd00:5:20::2,9100,fd00:5:40::100,49104,29,64870,1,2026-07-28 17:27:35.817,2026-07-28 17:28:20.841
2026-07-28 17:28:00,wuhan,ccf-aiops-武汉,cr2,CR-2-ccf-aiops-武汉,CR,ens4,\N,2055,6,fd00:5:40::100,49104,fd00:5:20::2,9100,33,3356,1,2026-07-28 17:27:35.817,2026-07-28 17:28:20.841
2026-07-28 17:28:00,wuhan,ccf-aiops-武汉,br2,BR-2-ccf-aiops-武汉,BR,ens5,\N,2062,58,fe80::5:20:2,0,fe80::5:20:11,0,4,272,2,2026-07-28 17:27:34.487,2026-07-28 17:28:27.622
2026-07-28 17:28:00,wuhan,ccf-aiops-武汉,br2,BR-2-ccf-aiops-武汉,BR,ens5,\N,2062,58,fe80::5:20:11,0,fe80::5:20:2,0,4,272,2,2026-07-28 17:27:34.487,2026-07-28 17:28:27.622
