timestamp,region,target_id,node,exporter_type,scrape_up,scrape_duration_seconds,scrape_samples,scrape_error
2026-07-28 17:28:00,ccf-aiops-南京,[fd00:7:20::1]:9100,br-1,node_exporter,1,0.027789877,1041,NULL
2026-07-28 17:28:00,ccf-aiops-南京,[fd00:7:20::1]:9343,br-1,routing_exporter,1,0.002808592,61,NULL
2026-07-28 17:28:00,ccf-aiops-南京,[fd00:7:20::2]:9100,br-2,node_exporter,1,0.02511243,1040,NULL
2026-07-28 17:28:00,ccf-aiops-南京,[fd00:7:20::2]:9343,br-2,routing_exporter,1,0.002442269,61,NULL
2026-07-28 17:28:00,ccf-aiops-南京,[fd00:7:30::1]:9100,cr-1,node_exporter,1,0.042992154,1076,NULL
2026-07-28 17:28:00,ccf-aiops-南京,[fd00:7:30::1]:9343,cr-1,routing_exporter,1,0.002235685,61,NULL
2026-07-28 17:28:00,ccf-aiops-南京,[fd00:7:30::2]:9100,cr-2,node_exporter,1,0.024689575,1040,NULL
2026-07-28 17:28:00,ccf-aiops-南京,[fd00:7:30::2]:9343,cr-2,routing_exporter,1,0.002145534,60,NULL
2026-07-28 17:28:00,ccf-aiops-南京,[fd00:7:40::254]:9100,fw,node_exporter,1,0.046265962,1609,NULL
2026-07-28 17:28:00,ccf-aiops-南京,[fd00:7:40::100]:9100,monitor-vm,node_exporter,1,0.046283291,1644,NULL
2026-07-28 17:28:00,ccf-aiops-南京,[fd00:7:40::100]:9090,monitor-vm,prometheus,1,0.003718299,514,NULL
2026-07-28 17:28:00,ccf-aiops-南京,[fd00:7:40::20]:9100,probe-vm,node_exporter,1,0.052084851,1569,NULL
2026-07-28 17:28:00,ccf-aiops-南京,[fd00:7:40::31]:9100,service-vm-1,node_exporter,1,0.052898925,1573,NULL
2026-07-28 17:28:00,ccf-aiops-南京,[fd00:7:40::32]:9100,service-vm-2,node_exporter,1,0.043896965,1573,NULL
2026-07-28 17:28:00,ccf-aiops-南京,[fd00:7:40::33]:9100,service-vm-3,node_exporter,1,0.049100624,1589,NULL
2026-07-28 17:28:00,ccf-aiops-南京,[fd00:7:40::10]:9100,traffic-vm,node_exporter,1,0.064826455,1579,NULL
2026-07-28 17:29:00,ccf-aiops-南京,[fd00:7:20::1]:9100,br-1,node_exporter,1,0.026921839,1040,NULL
2026-07-28 17:29:00,ccf-aiops-南京,[fd00:7:20::1]:9343,br-1,routing_exporter,1,0.002574077,61,NULL
2026-07-28 17:29:00,ccf-aiops-南京,[fd00:7:20::2]:9100,br-2,node_exporter,1,0.024911485,1040,NULL
2026-07-28 17:29:00,ccf-aiops-南京,[fd00:7:20::2]:9343,br-2,routing_exporter,1,0.002611638,61,NULL
2026-07-28 17:29:00,ccf-aiops-南京,[fd00:7:30::1]:9100,cr-1,node_exporter,1,0.027473536,1076,NULL
2026-07-28 17:29:00,ccf-aiops-南京,[fd00:7:30::1]:9343,cr-1,routing_exporter,1,0.002394544,61,NULL
2026-07-28 17:29:00,ccf-aiops-南京,[fd00:7:30::2]:9100,cr-2,node_exporter,1,0.02454849,1041,NULL
2026-07-28 17:29:00,ccf-aiops-南京,[fd00:7:30::2]:9343,cr-2,routing_exporter,1,0.002184175,60,NULL
2026-07-28 17:29:00,ccf-aiops-南京,[fd00:7:40::254]:9100,fw,node_exporter,1,0.047367829,1598,NULL
2026-07-28 17:29:00,ccf-aiops-南京,[fd00:7:40::100]:9100,monitor-vm,node_exporter,1,0.047345654,1644,NULL
2026-07-28 17:29:00,ccf-aiops-南京,[fd00:7:40::100]:9090,monitor-vm,prometheus,1,0.004361439,514,NULL
2026-07-28 17:29:00,ccf-aiops-南京,[fd00:7:40::20]:9100,probe-vm,node_exporter,1,0.045538988,1568,NULL
2026-07-28 17:29:00,ccf-aiops-南京,[fd00:7:40::31]:9100,service-vm-1,node_exporter,1,0.045546733,1574,NULL
2026-07-28 17:29:00,ccf-aiops-南京,[fd00:7:40::32]:9100,service-vm-2,node_exporter,1,0.040472743,1574,NULL
2026-07-28 17:29:00,ccf-aiops-南京,[fd00:7:40::33]:9100,service-vm-3,node_exporter,1,0.049039053,1589,NULL
2026-07-28 17:29:00,ccf-aiops-南京,[fd00:7:40::10]:9100,traffic-vm,node_exporter,1,0.048839321,1579,NULL
2026-07-28 17:30:00,ccf-aiops-南京,[fd00:7:20::1]:9100,br-1,node_exporter,1,0.026023543,1040,NULL
2026-07-28 17:30:00,ccf-aiops-南京,[fd00:7:20::1]:9343,br-1,routing_exporter,1,0.002589275,61,NULL
2026-07-28 17:30:00,ccf-aiops-南京,[fd00:7:20::2]:9100,br-2,node_exporter,1,0.025795106,1041,NULL
2026-07-28 17:30:00,ccf-aiops-南京,[fd00:7:20::2]:9343,br-2,routing_exporter,1,0.002217506,61,NULL
2026-07-28 17:30:00,ccf-aiops-南京,[fd00:7:30::1]:9100,cr-1,node_exporter,1,0.026154986,1076,NULL
2026-07-28 17:30:00,ccf-aiops-南京,[fd00:7:30::1]:9343,cr-1,routing_exporter,1,0.002336964,61,NULL
2026-07-28 17:30:00,ccf-aiops-南京,[fd00:7:30::2]:9100,cr-2,node_exporter,1,0.024731034,1040,NULL
2026-07-28 17:30:00,ccf-aiops-南京,[fd00:7:30::2]:9343,cr-2,routing_exporter,1,0.002495332,60,NULL
2026-07-28 17:30:00,ccf-aiops-南京,[fd00:7:40::254]:9100,fw,node_exporter,1,0.061793735,1599,NULL
2026-07-28 17:30:00,ccf-aiops-南京,[fd00:7:40::100]:9100,monitor-vm,node_exporter,1,0.04489476,1644,NULL
2026-07-28 17:30:00,ccf-aiops-南京,[fd00:7:40::100]:9090,monitor-vm,prometheus,1,0.003915733,514,NULL
2026-07-28 17:30:00,ccf-aiops-南京,[fd00:7:40::20]:9100,probe-vm,node_exporter,1,0.049753941,1569,NULL
2026-07-28 17:30:00,ccf-aiops-南京,[fd00:7:40::31]:9100,service-vm-1,node_exporter,1,0.046898532,1574,NULL
2026-07-28 17:30:00,ccf-aiops-南京,[fd00:7:40::32]:9100,service-vm-2,node_exporter,1,0.054671008,1574,NULL
2026-07-28 17:30:00,ccf-aiops-南京,[fd00:7:40::33]:9100,service-vm-3,node_exporter,1,0.06397755,1589,NULL
2026-07-28 17:30:00,ccf-aiops-南京,[fd00:7:40::10]:9100,traffic-vm,node_exporter,1,0.06205832,1579,NULL
2026-07-28 17:31:00,ccf-aiops-南京,[fd00:7:20::1]:9100,br-1,node_exporter,1,0.0260267,1041,NULL
2026-07-28 17:31:00,ccf-aiops-南京,[fd00:7:20::1]:9343,br-1,routing_exporter,1,0.002515842,61,NULL
2026-07-28 17:31:00,ccf-aiops-南京,[fd00:7:20::2]:9100,br-2,node_exporter,1,0.025572979,1040,NULL
2026-07-28 17:31:00,ccf-aiops-南京,[fd00:7:20::2]:9343,br-2,routing_exporter,1,0.002439357,61,NULL
2026-07-28 17:31:00,ccf-aiops-南京,[fd00:7:30::1]:9100,cr-1,node_exporter,1,0.037250654,1077,NULL
2026-07-28 17:31:00,ccf-aiops-南京,[fd00:7:30::1]:9343,cr-1,routing_exporter,1,0.00266399,61,NULL
2026-07-28 17:31:00,ccf-aiops-南京,[fd00:7:30::2]:9100,cr-2,node_exporter,1,0.027500598,1040,NULL
2026-07-28 17:31:00,ccf-aiops-南京,[fd00:7:30::2]:9343,cr-2,routing_exporter,1,0.002104965,60,NULL
2026-07-28 17:31:00,ccf-aiops-南京,[fd00:7:40::254]:9100,fw,node_exporter,1,0.044917024,1599,NULL
2026-07-28 17:31:00,ccf-aiops-南京,[fd00:7:40::100]:9100,monitor-vm,node_exporter,1,0.046363724,1645,NULL
2026-07-28 17:31:00,ccf-aiops-南京,[fd00:7:40::100]:9090,monitor-vm,prometheus,1,0.003881979,514,NULL
2026-07-28 17:31:00,ccf-aiops-南京,[fd00:7:40::20]:9100,probe-vm,node_exporter,1,0.050439559,1568,NULL
2026-07-28 17:31:00,ccf-aiops-南京,[fd00:7:40::31]:9100,service-vm-1,node_exporter,1,0.048686674,1574,NULL
2026-07-28 17:31:00,ccf-aiops-南京,[fd00:7:40::32]:9100,service-vm-2,node_exporter,1,0.04893002,1573,NULL
2026-07-28 17:31:00,ccf-aiops-南京,[fd00:7:40::33]:9100,service-vm-3,node_exporter,1,0.055091826,1589,NULL
2026-07-28 17:31:00,ccf-aiops-南京,[fd00:7:40::10]:9100,traffic-vm,node_exporter,1,0.044102379,1579,NULL
2026-07-28 17:32:00,ccf-aiops-南京,[fd00:7:20::1]:9100,br-1,node_exporter,1,0.02972778,1041,NULL
2026-07-28 17:32:00,ccf-aiops-南京,[fd00:7:20::1]:9343,br-1,routing_exporter,1,0.002497212,61,NULL
2026-07-28 17:32:00,ccf-aiops-南京,[fd00:7:20::2]:9100,br-2,node_exporter,1,0.024963415,1041,NULL
2026-07-28 17:32:00,ccf-aiops-南京,[fd00:7:20::2]:9343,br-2,routing_exporter,1,0.002259194,61,NULL
2026-07-28 17:32:00,ccf-aiops-南京,[fd00:7:30::1]:9100,cr-1,node_exporter,1,0.027190599,1077,NULL
2026-07-28 17:32:00,ccf-aiops-南京,[fd00:7:30::1]:9343,cr-1,routing_exporter,1,0.002277001,61,NULL
2026-07-28 17:32:00,ccf-aiops-南京,[fd00:7:30::2]:9100,cr-2,node_exporter,1,0.026008405,1040,NULL
2026-07-28 17:32:00,ccf-aiops-南京,[fd00:7:30::2]:9343,cr-2,routing_exporter,1,0.002055584,60,NULL
2026-07-28 17:32:00,ccf-aiops-南京,[fd00:7:40::254]:9100,fw,node_exporter,1,0.040238035,1599,NULL
2026-07-28 17:32:00,ccf-aiops-南京,[fd00:7:40::100]:9100,monitor-vm,node_exporter,1,0.043844382,1645,NULL
2026-07-28 17:32:00,ccf-aiops-南京,[fd00:7:40::100]:9090,monitor-vm,prometheus,1,0.004748007,514,NULL
2026-07-28 17:32:00,ccf-aiops-南京,[fd00:7:40::20]:9100,probe-vm,node_exporter,1,0.045830563,1569,NULL
2026-07-28 17:32:00,ccf-aiops-南京,[fd00:7:40::31]:9100,service-vm-1,node_exporter,1,0.043991998,1574,NULL
2026-07-28 17:32:00,ccf-aiops-南京,[fd00:7:40::32]:9100,service-vm-2,node_exporter,1,0.051839795,1574,NULL
2026-07-28 17:32:00,ccf-aiops-南京,[fd00:7:40::33]:9100,service-vm-3,node_exporter,1,0.056862735,1589,NULL
2026-07-28 17:32:00,ccf-aiops-南京,[fd00:7:40::10]:9100,traffic-vm,node_exporter,1,0.04640749,1579,NULL
