minute_utc,region_code,region,node_key,node,node_type,interface_id,if_role,collector_port,protocol,src_addr,src_port,dst_addr,dst_port,packets,bytes,flow_record_count,first_seen,last_seen
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,6,fd00:100:10::21,36738,fd00:100:10::31,179,4,326,1,2026-07-28 12:34:32.218,2026-07-28 12:35:32.239
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,6,fd00:100:10::31,179,fd00:100:10::21,36738,2,182,1,2026-07-28 12:34:32.218,2026-07-28 12:35:32.239
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,58,240a:a023::1,0,ff02::1:ff00:1,0,33,2376,1,2026-07-28 12:34:35.205,2026-07-28 12:35:30.585
2026-07-28 12:35:00,xian,ccf-aiops-西安,br2,BR-2-ccf-aiops-西安,BR,ens5,\N,2062,17,fd00:3:40::10,38968,fd00:1:40::31,1053,2,186,1,2026-07-28 12:34:15.077,2026-07-28 12:35:06.567
2026-07-28 12:35:00,xian,ccf-aiops-西安,br2,BR-2-ccf-aiops-西安,BR,ens5,\N,2062,58,fe80::3:2:2,0,fe80::3:20:11,0,3,216,2,2026-07-28 12:34:19.584,2026-07-28 12:35:46.062
2026-07-28 12:35:00,xian,ccf-aiops-西安,br2,BR-2-ccf-aiops-西安,BR,ens5,\N,2062,58,fe80::3:20:11,0,fe80::3:2:2,0,3,192,2,2026-07-28 12:34:19.584,2026-07-28 12:35:46.062
2026-07-28 12:35:00,xian,ccf-aiops-西安,br2,BR-2-ccf-aiops-西安,BR,ens5,\N,2062,6,fd00:3:20::2,9100,fd00:3:40::100,60042,16,64044,1,2026-07-28 12:34:22.505,2026-07-28 12:35:07.529
2026-07-28 12:35:00,xian,ccf-aiops-西安,br2,BR-2-ccf-aiops-西安,BR,ens5,\N,2062,6,fd00:3:40::100,60042,fd00:3:20::2,9100,33,3356,1,2026-07-28 12:34:22.505,2026-07-28 12:35:07.529
2026-07-28 12:35:00,xian,ccf-aiops-西安,br2,BR-2-ccf-aiops-西安,BR,ens5,\N,2062,89,fe80::3:1:2,0,ff02::5,0,6,504,1,2026-07-28 12:34:22.786,2026-07-28 12:35:12.787
2026-07-28 12:35:00,xian,ccf-aiops-西安,br2,BR-2-ccf-aiops-西安,BR,ens5,\N,2062,89,fe80::3:2:2,0,ff02::5,0,8,656,1,2026-07-28 12:34:22.786,2026-07-28 12:35:12.787
2026-07-28 12:35:00,xian,ccf-aiops-西安,br2,BR-2-ccf-aiops-西安,BR,ens5,\N,2062,89,fe80::3:20:12,0,ff02::5,0,8,680,1,2026-07-28 12:34:22.786,2026-07-28 12:35:12.787
2026-07-28 12:35:00,xian,ccf-aiops-西安,br2,BR-2-ccf-aiops-西安,BR,ens5,\N,2062,58,fe80::3:3:1,0,fd00:3:20::2,0,3,216,2,2026-07-28 12:34:27.789,2026-07-28 12:35:58.372
2026-07-28 12:35:00,xian,ccf-aiops-西安,br2,BR-2-ccf-aiops-西安,BR,ens5,\N,2062,58,fd00:3:20::2,0,fe80::3:3:1,0,3,192,2,2026-07-28 12:34:27.789,2026-07-28 12:35:58.373
2026-07-28 12:35:00,xian,ccf-aiops-西安,br2,BR-2-ccf-aiops-西安,BR,ens5,\N,2062,58,fe80::3:2:2,0,fe80::3:3:1,0,2,144,1,2026-07-28 12:34:32.878,2026-07-28 12:35:17.934
2026-07-28 12:35:00,xian,ccf-aiops-西安,br2,BR-2-ccf-aiops-西安,BR,ens5,\N,2062,58,fe80::3:3:1,0,fe80::3:2:2,0,2,128,1,2026-07-28 12:34:32.878,2026-07-28 12:35:17.934
2026-07-28 12:35:00,xian,ccf-aiops-西安,cr2,CR-2-ccf-aiops-西安,CR,ens4,\N,2055,6,fd00:3:20::1,9100,fd00:3:40::100,51604,37,81420,1,2026-07-28 12:34:47.862,2026-07-28 12:35:47.888
2026-07-28 12:35:00,xian,ccf-aiops-西安,cr2,CR-2-ccf-aiops-西安,CR,ens4,\N,2055,6,fd00:3:40::100,51604,fd00:3:20::1,9100,42,4249,1,2026-07-28 12:34:47.862,2026-07-28 12:35:47.888
2026-07-28 12:35:00,xian,ccf-aiops-西安,cr2,CR-2-ccf-aiops-西安,CR,ens4,\N,2055,58,fe80::3:4:1,0,fe80::3:2:2,0,2,144,1,2026-07-28 12:34:51.536,2026-07-28 12:35:29.424
2026-07-28 12:35:00,xian,ccf-aiops-西安,cr2,CR-2-ccf-aiops-西安,CR,ens4,\N,2055,58,fe80::3:2:2,0,fe80::3:4:1,0,2,128,1,2026-07-28 12:34:51.536,2026-07-28 12:35:29.424
2026-07-28 12:35:00,xian,ccf-aiops-西安,cr2,CR-2-ccf-aiops-西安,CR,ens4,\N,2055,6,fd00:3:20::2,9100,fd00:3:40::100,60042,35,81071,1,2026-07-28 12:34:53.372,2026-07-28 12:35:53.372
2026-07-28 12:35:00,xian,ccf-aiops-西安,cr2,CR-2-ccf-aiops-西安,CR,ens4,\N,2055,89,fe80::3:1:2,0,ff02::5,0,7,588,1,2026-07-28 12:34:53.632,2026-07-28 12:35:53.634
2026-07-28 12:35:00,xian,ccf-aiops-西安,cr2,CR-2-ccf-aiops-西安,CR,ens4,\N,2055,89,fe80::3:2:2,0,ff02::5,0,7,588,1,2026-07-28 12:34:53.632,2026-07-28 12:35:53.634
2026-07-28 12:35:00,xian,ccf-aiops-西安,cr2,CR-2-ccf-aiops-西安,CR,ens4,\N,2055,89,fe80::3:20:12,0,ff02::5,0,7,588,1,2026-07-28 12:34:53.632,2026-07-28 12:35:53.634
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens5,\N,2060,6,fd00:3:20::1,9100,fd00:3:40::100,51604,21,80263,1,2026-07-28 12:34:02.677,2026-07-28 12:35:02.702
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens5,\N,2060,6,fd00:3:40::100,51604,fd00:3:20::1,9100,43,4321,1,2026-07-28 12:34:02.677,2026-07-28 12:35:02.702
2026-07-28 12:35:00,xian,ccf-aiops-西安,cr1,CR-1-ccf-aiops-西安,CR,ens4,\N,2057,6,fd00:3:40::100,60042,fd00:3:20::2,9100,41,4177,1,2026-07-28 12:34:08.243,2026-07-28 12:35:08.267
2026-07-28 12:35:00,xian,ccf-aiops-西安,cr1,CR-1-ccf-aiops-西安,CR,ens4,\N,2057,89,fe80::3:1:2,0,ff02::5,0,6,504,1,2026-07-28 12:34:13.514,2026-07-28 12:35:03.516
2026-07-28 12:35:00,xian,ccf-aiops-西安,cr1,CR-1-ccf-aiops-西安,CR,ens4,\N,2057,89,fe80::3:2:2,0,ff02::5,0,8,656,1,2026-07-28 12:34:13.515,2026-07-28 12:35:03.516
2026-07-28 12:35:00,xian,ccf-aiops-西安,cr1,CR-1-ccf-aiops-西安,CR,ens4,\N,2057,89,fe80::3:20:12,0,ff02::5,0,8,680,1,2026-07-28 12:34:13.515,2026-07-28 12:35:03.516
2026-07-28 12:35:00,xian,ccf-aiops-西安,cr1,CR-1-ccf-aiops-西安,CR,ens4,\N,2057,17,fd00:1:40::31,1053,fd00:3:40::10,38968,2,242,1,2026-07-28 12:34:15.815,2026-07-28 12:35:07.306
2026-07-28 12:35:00,xian,ccf-aiops-西安,cr1,CR-1-ccf-aiops-西安,CR,ens4,\N,2057,58,fe80::3:2:2,0,fe80::3:20:11,0,3,216,2,2026-07-28 12:34:20.305,2026-07-28 12:35:45.762
2026-07-28 12:35:00,xian,ccf-aiops-西安,cr1,CR-1-ccf-aiops-西安,CR,ens4,\N,2057,58,fe80::3:20:11,0,fe80::3:2:2,0,3,192,2,2026-07-28 12:34:20.305,2026-07-28 12:35:45.762
2026-07-28 12:35:00,xian,ccf-aiops-西安,cr1,CR-1-ccf-aiops-西安,CR,ens4,\N,2057,58,fe80::3:1:2,0,fe80::3:20:11,0,3,216,2,2026-07-28 12:34:27.726,2026-07-28 12:35:45.512
2026-07-28 12:35:00,xian,ccf-aiops-西安,cr1,CR-1-ccf-aiops-西安,CR,ens4,\N,2057,58,fe80::3:20:11,0,fe80::3:1:2,0,3,192,2,2026-07-28 12:34:27.726,2026-07-28 12:35:45.512
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,6,fd00:3:40::10,35629,fd00:6:40::31,80,2,247,1,2026-07-28 12:35:00.449,2026-07-28 12:35:00.496
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,6,fd00:6:40::31,80,fd00:3:40::10,59299,3,491,1,2026-07-28 12:35:00.495,2026-07-28 12:35:00.542
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,58,fe80::100:10:1,0,fe80::100:10:21,0,3,208,3,2026-07-28 12:35:01.465,2026-07-28 12:35:41.399
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,58,fe80::100:10:21,0,fe80::100:10:1,0,3,200,3,2026-07-28 12:35:01.465,2026-07-28 12:35:41.399
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,6,fd00:6:40::31,80,fd00:3:40::10,43005,1,72,1,2026-07-28 12:35:02.486,2026-07-28 12:35:02.486
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,6,fd00:6:40::31,80,fd00:3:40::10,51399,3,491,1,2026-07-28 12:35:02.486,2026-07-28 12:35:02.532
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:3:40::10,44153,fd00:1:40::31,1053,1,96,1,2026-07-28 12:35:07.426,2026-07-28 12:35:07.426
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,43756,1,122,1,2026-07-28 12:35:07.426,2026-07-28 12:35:07.443
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:3:40::10,43756,fd00:1:40::31,1053,1,94,1,2026-07-28 12:35:07.426,2026-07-28 12:35:07.443
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,40773,1,121,1,2026-07-28 12:35:07.443,2026-07-28 12:35:07.443
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,38968,1,118,1,2026-07-28 12:35:07.443,2026-07-28 12:35:07.443
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,52323,1,121,1,2026-07-28 12:35:08.427,2026-07-28 12:35:08.444
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:3:40::10,52323,fd00:1:40::31,1053,1,93,1,2026-07-28 12:35:08.427,2026-07-28 12:35:08.444
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,53165,1,124,1,2026-07-28 12:35:08.427,2026-07-28 12:35:08.444
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:3:40::10,53165,fd00:1:40::31,1053,1,96,1,2026-07-28 12:35:08.427,2026-07-28 12:35:08.444
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:3:40::10,45328,fd00:1:40::31,1053,1,97,1,2026-07-28 12:35:08.427,2026-07-28 12:35:08.427
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,57372,1,125,1,2026-07-28 12:35:08.444,2026-07-28 12:35:08.444
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:3:40::10,48889,fd00:1:40::31,1053,1,96,1,2026-07-28 12:35:09.449,2026-07-28 12:35:09.449
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:3:40::10,42983,fd00:1:40::31,1053,1,97,1,2026-07-28 12:35:09.449,2026-07-28 12:35:09.449
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,59248,1,124,1,2026-07-28 12:35:09.449,2026-07-28 12:35:09.467
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:3:40::10,59248,fd00:1:40::31,1053,1,96,1,2026-07-28 12:35:09.449,2026-07-28 12:35:09.467
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:3:40::10,58832,fd00:1:40::31,1053,1,90,1,2026-07-28 12:35:09.449,2026-07-28 12:35:09.449
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,52061,1,121,1,2026-07-28 12:35:09.449,2026-07-28 12:35:09.467
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:3:40::10,52061,fd00:1:40::31,1053,1,93,1,2026-07-28 12:35:09.449,2026-07-28 12:35:09.467
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:3:40::10,42633,fd00:1:40::31,1053,1,93,1,2026-07-28 12:35:10.428,2026-07-28 12:35:10.428
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,38142,1,121,1,2026-07-28 12:35:10.445,2026-07-28 12:35:10.445
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,46151,1,122,1,2026-07-28 12:35:10.445,2026-07-28 12:35:10.445
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,57862,1,121,1,2026-07-28 12:35:10.445,2026-07-28 12:35:10.445
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:3:40::10,51454,fd00:1:40::31,1053,1,94,1,2026-07-28 12:35:11.423,2026-07-28 12:35:11.423
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:3:40::10,54259,fd00:1:40::31,1053,1,97,1,2026-07-28 12:35:11.423,2026-07-28 12:35:11.423
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,42766,1,125,1,2026-07-28 12:35:11.441,2026-07-28 12:35:11.441
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,60499,1,124,1,2026-07-28 12:35:12.423,2026-07-28 12:35:12.440
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:3:40::10,60499,fd00:1:40::31,1053,1,96,1,2026-07-28 12:35:12.423,2026-07-28 12:35:12.440
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:3:40::10,46448,fd00:1:40::31,1053,1,96,1,2026-07-28 12:35:12.423,2026-07-28 12:35:12.423
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:3:40::10,48081,fd00:1:40::31,1053,1,97,1,2026-07-28 12:35:12.423,2026-07-28 12:35:12.423
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,33426,1,124,1,2026-07-28 12:35:12.440,2026-07-28 12:35:12.440
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,6,fd00:100:10::22,179,fd00:100:10::32,33684,2,163,1,2026-07-28 12:35:12.531,2026-07-28 12:35:12.532
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:3:40::10,51341,fd00:1:40::31,1053,1,93,1,2026-07-28 12:35:13.422,2026-07-28 12:35:13.422
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,47165,1,120,1,2026-07-28 12:35:13.440,2026-07-28 12:35:13.440
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,51998,1,122,1,2026-07-28 12:35:13.440,2026-07-28 12:35:13.440
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,37900,1,124,1,2026-07-28 12:35:13.440,2026-07-28 12:35:13.440
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,42636,1,122,1,2026-07-28 12:35:14.424,2026-07-28 12:35:14.441
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:3:40::10,42636,fd00:1:40::31,1053,1,94,1,2026-07-28 12:35:14.424,2026-07-28 12:35:14.441
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:3:40::10,59356,fd00:1:40::31,1053,1,93,1,2026-07-28 12:35:14.424,2026-07-28 12:35:14.424
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,49308,1,126,1,2026-07-28 12:35:14.424,2026-07-28 12:35:14.441
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:3:40::10,49308,fd00:1:40::31,1053,1,98,1,2026-07-28 12:35:14.424,2026-07-28 12:35:14.441
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,57548,1,126,1,2026-07-28 12:35:14.424,2026-07-28 12:35:14.441
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:3:40::10,57548,fd00:1:40::31,1053,1,98,1,2026-07-28 12:35:14.424,2026-07-28 12:35:14.441
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,51017,1,124,1,2026-07-28 12:35:14.424,2026-07-28 12:35:14.441
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:3:40::10,51017,fd00:1:40::31,1053,1,96,1,2026-07-28 12:35:14.424,2026-07-28 12:35:14.441
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,50562,1,126,1,2026-07-28 12:35:15.422,2026-07-28 12:35:15.439
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:3:40::10,50562,fd00:1:40::31,1053,1,98,1,2026-07-28 12:35:15.422,2026-07-28 12:35:15.439
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,33506,1,125,1,2026-07-28 12:35:15.441,2026-07-28 12:35:15.441
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:3:40::10,33462,fd00:1:40::31,1053,1,98,1,2026-07-28 12:35:16.422,2026-07-28 12:35:16.422
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,41020,1,125,1,2026-07-28 12:35:16.440,2026-07-28 12:35:16.440
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,60845,1,125,1,2026-07-28 12:35:16.440,2026-07-28 12:35:16.440
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,57316,1,125,1,2026-07-28 12:35:16.441,2026-07-28 12:35:16.441
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,36909,1,121,1,2026-07-28 12:35:16.441,2026-07-28 12:35:16.441
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,47312,1,126,1,2026-07-28 12:35:17.422,2026-07-28 12:35:17.439
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:3:40::10,47312,fd00:1:40::31,1053,1,98,1,2026-07-28 12:35:17.422,2026-07-28 12:35:17.439
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,60583,1,124,1,2026-07-28 12:35:17.422,2026-07-28 12:35:17.439
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:3:40::10,60583,fd00:1:40::31,1053,1,96,1,2026-07-28 12:35:17.422,2026-07-28 12:35:17.439
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,33305,1,124,1,2026-07-28 12:35:17.422,2026-07-28 12:35:17.439
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:3:40::10,33305,fd00:1:40::31,1053,1,96,1,2026-07-28 12:35:17.422,2026-07-28 12:35:17.439
2026-07-28 12:35:00,xian,ccf-aiops-西安,br1,BR-1-ccf-aiops-西安,BR,ens4,\N,2059,17,fd00:1:40::31,1053,fd00:3:40::10,34797,1,125,1,2026-07-28 12:35:17.439,2026-07-28 12:35:17.439
